"altura_tot","diametro","inclinacio","origen","barrio","comuna","fres_am"
11,19,0,"Exótico","PALERMO",14,"si"
10,59,18,"Exótico","CABALLITO",6,"no"
7,30,0,"Exótico","VILLA LUGANO",8,"si"
11,34,0,"Exótico","PALERMO",14,"si"
9,25,15,"Nativo/Autóctono","BALVANERA",3,"no"
15,35,0,"Exótico","BOEDO",5,"si"
4,10,0,"Exótico","FLORESTA",10,"no"
14,50,0,"Exótico","VILLA DEVOTO",11,"no"
15,70,0,"Exótico","VERSALLES",10,"no"
7,18,7,"Exótico","CABALLITO",6,"si"
5,18,15,"Exótico","PARQUE AVELLANEDA",9,"no"
9,16,0,"Exótico","VILLA URQUIZA",12,"si"
9,15,0,"Exótico","BALVANERA",3,"si"
11,39,0,"Exótico","BOEDO",5,"no"
8,29,0,"Exótico","MONTE CASTRO",10,"si"
8,41,0,"Exótico","VELEZ SARSFIELD",10,"si"
15,35,0,"Exótico","FLORES",7,"no"
20,90,0,"Exótico","BOEDO",5,"no"
4,13,0,"Exótico","BELGRANO",13,"no"
11,32,0,"Exótico","PUERTO MADERO",1,"no"
13,64,0,"Exótico","VILLA URQUIZA",12,"no"
9,60,0,"Exótico","ALMAGRO",5,"si"
5,13,0,"Exótico","CHACARITA",15,"si"
3,7,0,"Exótico","VILLA RIACHUELO",8,"no"
7,18,0,"Exótico","PARQUE AVELLANEDA",9,"no"
7,24,0,"Exótico","VILLA DEVOTO",11,"si"
4,10,0,"Exótico","PARQUE CHACABUCO",7,"no"
15,50,0,"Exótico","VERSALLES",10,"si"
2,25,0,"Exótico","NUÑEZ",13,"no"
7,14,0,"Exótico","LINIERS",9,"no"
9,35,0,"Exótico","CHACARITA",15,"si"
6,24,0,"Exótico","CABALLITO",6,"no"
6,27,0,"Nativo/Autóctono","VILLA RIACHUELO",8,"no"
12,50,0,"Exótico","VILLA DEL PARQUE",11,"no"
5,16,20,"Exótico","PARQUE PATRICIOS",4,"si"
9,32,0,"Exótico","VILLA REAL",10,"no"
4,20,0,"Exótico","MATADEROS",9,"no"
9,30,0,"Exótico","LINIERS",9,"si"
7,85,10,"Exótico","PALERMO",14,"no"
4,15,0,"Exótico","RECOLETA",2,"si"
8,20,15,"Exótico","BARRACAS",4,"si"
10,26,0,"Nativo/Autóctono","BELGRANO",13,"no"
6,39,0,"Exótico","SAAVEDRA",12,"no"
4,25,0,"Exótico","CABALLITO",6,"no"
7,39,0,"Exótico","VILLA REAL",10,"si"
13,41,15,"Exótico","NUÑEZ",13,"si"
2,2,0,"Exótico","CONSTITUCION",1,"no"
15,62,0,"Exótico","PALERMO",14,"no"
14,58,16,"Exótico","SAN CRISTOBAL",3,"si"
3,8,0,"Exótico","PALERMO",14,"no"
2,11,0,"Exótico","VILLA URQUIZA",12,"no"
14,32,0,"Exótico","CABALLITO",6,"si"
15,46,3,"Exótico","VILLA LURO",10,"no"
4,26,0,"Exótico","VILLA LUGANO",8,"no"
9,18,0,"Exótico","CONSTITUCION",1,"si"
2,4,3,"Exótico","PARQUE PATRICIOS",4,"no"
8,75,15,"Exótico","VELEZ SARSFIELD",10,"no"
6,38,0,"Exótico","VILLA ORTUZAR",15,"no"
9,19,11,"Exótico","PALERMO",14,"si"
12,65,0,"Exótico","VILLA DEL PARQUE",11,"no"
12,61,0,"Exótico","VILLA DEVOTO",11,"no"
7,25,0,"Exótico","PALERMO",14,"no"
23,75,0,"Exótico","ALMAGRO",5,"no"
8,10,9,"Exótico","BALVANERA",3,"no"
8,33,0,"Exótico","VELEZ SARSFIELD",10,"no"
3,8,0,"Exótico","CABALLITO",6,"si"
8,18,18,"Exótico","ALMAGRO",5,"si"
4,18,0,"Exótico","LINIERS",9,"no"
8,51,0,"Exótico","MATADEROS",9,"no"
8,22,0,"Exótico","NUÑEZ",13,"si"
15,70,0,"Exótico","ALMAGRO",5,"no"
10,49,0,"Exótico","PATERNAL",15,"no"
12,37,0,"Exótico","VILLA SOLDATI",8,"si"
8,30,0,"Exótico","FLORES",7,"si"
13,50,0,"Exótico","FLORESTA",10,"no"
11,38,0,"Exótico","VILLA PUEYRREDON",12,"si"
5,19,0,"Exótico","VILLA LURO",10,"no"
3,17,0,"Exótico","PARQUE AVELLANEDA",9,"no"
7,13,0,"Nativo/Autóctono","COLEGIALES",13,"no"
4,90,0,"Exótico","VILLA LUGANO",8,"no"
8,23,0,"Exótico","LINIERS",9,"no"
9,60,10,"Exótico","PALERMO",14,"no"
2,3,0,"Exótico","CABALLITO",6,"si"
11,47,0,"Exótico","VILLA URQUIZA",12,"no"
7,67,0,"Exótico","SAAVEDRA",12,"si"
5,21,10,"Exótico","NUEVA POMPEYA",4,"no"
9,36,28,"Exótico","VERSALLES",10,"si"
10,27,7,"Exótico","BELGRANO",13,"no"
16,25,0,"Exótico","FLORES",7,"si"
8,26,7,"Exótico","SAAVEDRA",12,"si"
12,40,21,"Exótico","BARRACAS",4,"si"
5,7,18,"Exótico","VILLA DEVOTO",11,"si"
18,66,10,"Exótico","VILLA LURO",10,"no"
8,26,0,"Exótico","ALMAGRO",5,"si"
4,9,14,"Nativo/Autóctono","VILLA LURO",10,"no"
2,5,0,"Exótico","LINIERS",9,"no"
3,20,0,"Exótico","VILLA DEVOTO",11,"no"
9,35,0,"Exótico","VILLA PUEYRREDON",12,"no"
6,11,0,"Exótico","VILLA URQUIZA",12,"no"
8,32,7,"Exótico","PARQUE CHAS",15,"si"
10,50,0,"Exótico","VILLA CRESPO",15,"no"
9,28,10,"Exótico","SAN CRISTOBAL",3,"si"
6,16,0,"Exótico","VILLA URQUIZA",12,"si"
11,34,7,"Exótico","LINIERS",9,"si"
4,15,0,"Exótico","CHACARITA",15,"no"
3,5,5,"Exótico","SAN TELMO",1,"si"
8,22,0,"Nativo/Autóctono","VILLA URQUIZA",12,"no"
5,25,0,"Exótico","BELGRANO",13,"si"
5,16,0,"Exótico","VILLA URQUIZA",12,"no"
12,72,0,"Exótico","VELEZ SARSFIELD",10,"si"
6,25,0,"Nativo/Autóctono","VILLA PUEYRREDON",12,"no"
8,26,10,"Exótico","CONSTITUCION",1,"si"
6,15,0,"Exótico","FLORESTA",10,"si"
10,62,0,"Nativo/Autóctono","PALERMO",14,"no"
11,45,0,"Exótico","SAAVEDRA",12,"no"
4,9,0,"Exótico","MONTE CASTRO",10,"no"
23,66,0,"Exótico","BALVANERA",3,"no"
13,36,13,"Nativo/Autóctono","PALERMO",14,"no"
5,10,0,"Exótico","FLORES",7,"no"
18,61,0,"Exótico","BELGRANO",13,"no"
8,35,0,"Exótico","VILLA GRAL. MITRE",11,"si"
10,25,0,"Exótico","BOEDO",5,"si"
6,18,0,"Exótico","LINIERS",9,"no"
4,18,0,"Exótico","LINIERS",9,"no"
10,56,0,"Exótico","VILLA PUEYRREDON",12,"no"
9,38,0,"Exótico","COLEGIALES",13,"si"
3,2,0,"Exótico","PATERNAL",15,"no"
16,30,0,"Exótico","VILLA DEVOTO",11,"no"
6,22,8,"Nativo/Autóctono","FLORES",7,"no"
10,23,10,"Exótico","ALMAGRO",5,"si"
3,31,10,"No Determinado","SAAVEDRA",12,"no"
4,16,0,"Exótico","MONTE CASTRO",10,"no"
11,44,0,"Exótico","ALMAGRO",5,"si"
5,15,15,"Exótico","BOEDO",5,"si"
9,32,5,"Exótico","PARQUE CHACABUCO",7,"no"
7,25,0,"Exótico","FLORES",7,"no"
10,73,0,"Exótico","CHACARITA",15,"no"
5,16,0,"Exótico","VILLA DEVOTO",11,"no"
19,60,7,"Exótico","VILLA DEVOTO",11,"no"
13,24,0,"Exótico","CABALLITO",6,"si"
3,13,0,"Exótico","VILLA GRAL. MITRE",11,"no"
11,54,0,"Exótico","VILLA DEVOTO",11,"no"
6,35,0,"Exótico","MATADEROS",9,"si"
12,38,15,"Exótico","PALERMO",14,"si"
28,8,0,"Exótico","PUERTO MADERO",1,"no"
6,22,0,"Exótico","VILLA LURO",10,"no"
10,22,0,"Exótico","VILLA LUGANO",8,"si"
6,18,0,"Exótico","VELEZ SARSFIELD",10,"no"
10,48,6,"Nativo/Autóctono","PALERMO",14,"no"
3,3,0,"Nativo/Autóctono","VILLA DEVOTO",11,"no"
12,54,0,"Exótico","VILLA DEVOTO",11,"si"
7,17,30,"Nativo/Autóctono","CABALLITO",6,"no"
9,22,17,"Exótico","BALVANERA",3,"si"
7,27,0,"Exótico","VILLA ORTUZAR",15,"no"
4,15,0,"Exótico","NUÑEZ",13,"no"
14,65,0,"Exótico","PARQUE AVELLANEDA",9,"no"
4,12,7,"Exótico","VILLA DEVOTO",11,"no"
3,22,0,"Exótico","BOEDO",5,"si"
12,56,9,"Exótico","VILLA URQUIZA",12,"no"
12,50,0,"Exótico","MATADEROS",9,"no"
9,51,0,"Exótico","VILLA DEVOTO",11,"si"
3,4,0,"Nativo/Autóctono","NUEVA POMPEYA",4,"no"
10,22,0,"Exótico","CABALLITO",6,"si"
13,50,0,"Exótico","PARQUE CHACABUCO",7,"si"
8,39,0,"Exótico","MONTE CASTRO",10,"si"
17,47,5,"Exótico","CHACARITA",15,"no"
8,49,0,"Exótico","PATERNAL",15,"si"
1,75,0,"No Determinado","PARQUE CHACABUCO",7,"no"
6,18,0,"Exótico","MONTE CASTRO",10,"no"
10,44,5,"Exótico","MATADEROS",9,"no"
3,8,0,"Exótico","FLORES",7,"no"
14,43,0,"Exótico","BOCA",4,"no"
7,47,0,"Exótico","NUEVA POMPEYA",4,"si"
15,25,15,"Exótico","CABALLITO",6,"no"
10,45,0,"Nativo/Autóctono","MONSERRAT",1,"no"
6,30,0,"Exótico","BELGRANO",13,"si"
12,46,0,"Exótico","LINIERS",9,"no"
5,35,0,"Exótico","NUEVA POMPEYA",4,"si"
12,36,0,"Exótico","VILLA LURO",10,"si"
6,14,15,"Exótico","PATERNAL",15,"no"
3,20,0,"Exótico","BOEDO",5,"no"
8,17,0,"Exótico","VILLA PUEYRREDON",12,"no"
6,27,0,"Exótico","MATADEROS",9,"si"
5,32,0,"Exótico","LINIERS",9,"no"
6,26,0,"Exótico","VELEZ SARSFIELD",10,"si"
12,28,10,"Exótico","VILLA URQUIZA",12,"si"
9,22,7,"Exótico","BARRACAS",4,"no"
7,20,0,"Exótico","FLORES",7,"si"
8,61,0,"Exótico","NUEVA POMPEYA",4,"no"
12,34,0,"Exótico","ALMAGRO",5,"si"
5,12,0,"Exótico","PARQUE CHACABUCO",7,"no"
7,29,5,"Exótico","PALERMO",14,"si"
7,10,0,"Exótico","ALMAGRO",5,"si"
9,48,10,"Exótico","VILLA DEVOTO",11,"si"
8,12,0,"Exótico","VILLA DEVOTO",11,"no"
9,41,0,"Exótico","NUÑEZ",13,"si"
8,22,0,"Exótico","FLORES",7,"si"
8,20,0,"Exótico","BARRACAS",4,"si"
4,28,7,"Exótico","LINIERS",9,"no"
5,11,6,"Exótico","FLORES",7,"no"
7,30,0,"Exótico","VILLA GRAL. MITRE",11,"si"
7,13,8,"Exótico","SAN CRISTOBAL",3,"si"
6,80,14,"Exótico","CABALLITO",6,"no"
7,23,35,"No Determinado","NUÑEZ",13,"no"
12,64,0,"Exótico","BOEDO",5,"no"
8,42,20,"Exótico","PALERMO",14,"no"
4,28,0,"Exótico","PUERTO MADERO",1,"no"
5,9,4,"Exótico","VILLA URQUIZA",12,"no"
10,45,6,"Exótico","VILLA URQUIZA",12,"si"
6,37,0,"Exótico","VILLA URQUIZA",12,"si"
9,29,0,"Exótico","SAAVEDRA",12,"si"
6,20,14,"Exótico","CABALLITO",6,"no"
10,30,0,"Exótico","NUEVA POMPEYA",4,"si"
3,12,0,"Exótico","VILLA LUGANO",8,"no"
10,25,0,"Exótico","SAAVEDRA",12,"si"
9,38,0,"Exótico","VILLA URQUIZA",12,"no"
12,38,10,"Exótico","PALERMO",14,"si"
5,16,0,"Exótico","LINIERS",9,"no"
6,11,0,"Nativo/Autóctono","RETIRO",1,"no"
3,17,0,"Exótico","CABALLITO",6,"no"
11,36,0,"Exótico","CABALLITO",6,"si"
15,60,0,"Exótico","CABALLITO",6,"no"
9,16,0,"Exótico","VILLA DEVOTO",11,"si"
9,22,10,"Exótico","VILLA SANTA RITA",11,"si"
1,87,0,"Exótico","MATADEROS",9,"no"
18,55,15,"Nativo/Autóctono","VILLA LURO",10,"no"
9,75,0,"Exótico","VILLA PUEYRREDON",12,"si"
5,12,0,"Exótico","MATADEROS",9,"no"
5,12,30,"Nativo/Autóctono","VILLA URQUIZA",12,"no"
6,10,0,"Exótico","MATADEROS",9,"no"
4,7,0,"Exótico","FLORESTA",10,"no"
2,10,0,"Exótico","VILLA PUEYRREDON",12,"no"
7,23,0,"Exótico","PARQUE AVELLANEDA",9,"no"
5,15,0,"Exótico","NUEVA POMPEYA",4,"si"
5,14,0,"Exótico","MATADEROS",9,"si"
9,51,0,"Exótico","PARQUE CHACABUCO",7,"no"
9,22,0,"Exótico","PALERMO",14,"si"
10,51,0,"Exótico","VILLA PUEYRREDON",12,"no"
18,70,0,"Nativo/Autóctono","PALERMO",14,"no"
8,27,0,"Exótico","VILLA URQUIZA",12,"no"
9,46,0,"Exótico","VILLA CRESPO",15,"no"
3,3,0,"Exótico","COLEGIALES",13,"no"
5,30,0,"Exótico","BARRACAS",4,"no"
7,29,0,"Exótico","VILLA RIACHUELO",8,"no"
12,34,10,"Exótico","VILLA DEL PARQUE",11,"si"
11,56,6,"Exótico","VILLA PUEYRREDON",12,"no"
7,23,0,"Exótico","BELGRANO",13,"si"
13,32,7,"Exótico","SAAVEDRA",12,"no"
8,18,0,"Exótico","NUEVA POMPEYA",4,"no"
9,22,0,"Exótico","BOCA",4,"si"
12,42,0,"Exótico","PALERMO",14,"si"
3,15,0,"Exótico","VILLA DEVOTO",11,"no"
8,28,0,"Exótico","LINIERS",9,"si"
9,18,6,"Exótico","VILLA URQUIZA",12,"si"
8,21,7,"Exótico","MONSERRAT",1,"si"
13,38,0,"Exótico","VILLA DEVOTO",11,"si"
7,22,0,"Exótico","VILLA RIACHUELO",8,"si"
7,24,10,"Exótico","PARQUE CHAS",15,"si"
3,13,10,"Exótico","VILLA LUGANO",8,"no"
4,12,6,"Exótico","VILLA RIACHUELO",8,"no"
16,50,0,"Exótico","PALERMO",14,"no"
27,54,0,"Exótico","BELGRANO",13,"no"
4,22,0,"Exótico","VILLA LUGANO",8,"no"
7,17,17,"Exótico","RECOLETA",2,"si"
17,59,0,"Nativo/Autóctono","PALERMO",14,"no"
12,100,9,"Exótico","VILLA SANTA RITA",11,"no"
6,28,0,"Exótico","FLORES",7,"no"
7,70,13,"Nativo/Autóctono","VELEZ SARSFIELD",10,"no"
6,20,10,"Nativo/Autóctono","VILLA URQUIZA",12,"no"
9,26,13,"Exótico","MATADEROS",9,"no"
3,13,0,"Exótico","VILLA RIACHUELO",8,"no"
8,26,6,"Exótico","BARRACAS",4,"si"
3,40,0,"No Determinado","VILLA RIACHUELO",8,"no"
4,7,0,"Exótico","VILLA DEVOTO",11,"si"
14,45,18,"Nativo/Autóctono","VILLA DEVOTO",11,"no"
21,77,0,"Nativo/Autóctono","PALERMO",14,"no"
6,22,0,"Exótico","PALERMO",14,"no"
4,9,0,"Exótico","BALVANERA",3,"no"
14,45,0,"Exótico","VILLA PUEYRREDON",12,"si"
9,34,0,"Exótico","VILLA ORTUZAR",15,"si"
9,62,20,"Nativo/Autóctono","PALERMO",14,"no"
2,35,0,"No Determinado","AGRONOMIA",15,"no"
3,4,0,"Exótico","VILLA RIACHUELO",8,"no"
7,28,0,"Exótico","VILLA SOLDATI",8,"no"
10,17,0,"Exótico","BELGRANO",13,"si"
3,23,0,"Exótico","PALERMO",14,"si"
12,25,0,"Exótico","ALMAGRO",5,"si"
10,20,0,"Exótico","FLORES",7,"no"
23,77,0,"Exótico","SAN CRISTOBAL",3,"no"
7,19,0,"Exótico","NUEVA POMPEYA",4,"no"
3,9,12,"Exótico","CABALLITO",6,"si"
8,22,0,"Exótico","BOEDO",5,"si"
15,49,0,"Exótico","COLEGIALES",13,"no"
9,33,0,"Exótico","NUEVA POMPEYA",4,"si"
3,18,0,"Exótico","VILLA GRAL. MITRE",11,"no"
23,50,0,"Exótico","MONSERRAT",1,"no"
9,47,12,"Exótico","CHACARITA",15,"si"
6,24,0,"Exótico","SAAVEDRA",12,"no"
4,30,0,"Exótico","NUEVA POMPEYA",4,"no"
3,8,0,"Exótico","MATADEROS",9,"no"
9,46,11,"Exótico","VELEZ SARSFIELD",10,"si"
8,26,14,"Exótico","BARRACAS",4,"si"
4,20,0,"Exótico","MATADEROS",9,"no"
2,4,0,"Exótico","MATADEROS",9,"no"
2,6,15,"Exótico","VILLA DEVOTO",11,"si"
7,19,13,"Exótico","BELGRANO",13,"si"
9,56,0,"Exótico","MATADEROS",9,"si"
7,27,0,"Nativo/Autóctono","BOCA",4,"no"
5,17,7,"Exótico","VILLA LURO",10,"no"
5,14,7,"Exótico","VILLA SANTA RITA",11,"no"
9,38,20,"Exótico","PATERNAL",15,"si"
1,4,0,"Exótico","VILLA DEVOTO",11,"no"
15,55,15,"Exótico","PALERMO",14,"no"
5,20,0,"Exótico","COLEGIALES",13,"no"
12,23,0,"Exótico","VILLA REAL",10,"si"
12,29,0,"Nativo/Autóctono","CABALLITO",6,"no"
3,11,0,"Exótico","VILLA SOLDATI",8,"si"
6,22,0,"Exótico","SAN CRISTOBAL",3,"si"
7,53,0,"Exótico","PALERMO",14,"si"
5,20,0,"Exótico","VILLA REAL",10,"no"
6,18,0,"Exótico","FLORES",7,"no"
4,7,0,"Exótico","FLORESTA",10,"no"
4,3,0,"Exótico","VILLA SOLDATI",8,"si"
9,35,0,"Exótico","VILLA LURO",10,"si"
1,13,0,"Nativo/Autóctono","RETIRO",1,"no"
10,29,23,"Nativo/Autóctono","VILLA DEVOTO",11,"no"
5,16,0,"Exótico","PUERTO MADERO",1,"no"
15,40,0,"Exótico","PALERMO",14,"no"
9,18,0,"Exótico","PARQUE CHACABUCO",7,"no"
12,50,0,"Exótico","VILLA ORTUZAR",15,"si"
6,16,0,"Exótico","PARQUE PATRICIOS",4,"si"
15,29,25,"Exótico","NUÑEZ",13,"no"
17,75,0,"Nativo/Autóctono","VILLA DEL PARQUE",11,"no"
9,42,0,"Exótico","CHACARITA",15,"no"
6,32,0,"Exótico","AGRONOMIA",15,"no"
5,14,0,"Exótico","VILLA SOLDATI",8,"no"
9,23,10,"Exótico","SAN CRISTOBAL",3,"si"
11,53,0,"Exótico","FLORES",7,"no"
9,57,0,"Exótico","MATADEROS",9,"si"
10,28,0,"Exótico","NUEVA POMPEYA",4,"si"
10,31,0,"Exótico","BOEDO",5,"si"
12,30,10,"Exótico","SAN CRISTOBAL",3,"si"
9,37,0,"Exótico","FLORESTA",10,"si"
6,36,0,"Exótico","FLORES",7,"no"
10,49,0,"Exótico","VILLA LUGANO",8,"no"
4,9,0,"Exótico","LINIERS",9,"no"
8,23,12,"Exótico","BOEDO",5,"si"
5,5,17,"Nativo/Autóctono","RECOLETA",2,"no"
3,14,0,"Exótico","VILLA DEVOTO",11,"no"
7,25,10,"Exótico","PALERMO",14,"no"
12,65,0,"Exótico","VILLA DEVOTO",11,"no"
9,18,0,"Exótico","MATADEROS",9,"no"
8,29,10,"Exótico","VILLA SANTA RITA",11,"si"
8,39,0,"Exótico","SAAVEDRA",12,"no"
11,30,0,"Nativo/Autóctono","VELEZ SARSFIELD",10,"no"
5,13,0,"Exótico","SAAVEDRA",12,"no"
10,70,0,"Exótico","VILLA DEVOTO",11,"si"
9,21,12,"Exótico","CABALLITO",6,"si"
8,24,0,"Exótico","PARQUE CHACABUCO",7,"si"
5,15,0,"Exótico","LINIERS",9,"no"
3,6,0,"Exótico","PARQUE CHACABUCO",7,"no"
7,67,0,"Exótico","VILLA REAL",10,"no"
6,29,0,"Exótico","CABALLITO",6,"no"
7,34,0,"Exótico","MATADEROS",9,"si"
11,37,0,"Exótico","VERSALLES",10,"no"
4,4,0,"Exótico","VILLA PUEYRREDON",12,"no"
8,28,0,"Exótico","VILLA SOLDATI",8,"si"
10,30,0,"Exótico","CABALLITO",6,"si"
13,65,0,"Exótico","RECOLETA",2,"no"
27,32,0,"Exótico","PARQUE CHACABUCO",7,"no"
6,25,0,"Exótico","BOEDO",5,"no"
9,31,0,"Exótico","VILLA SOLDATI",8,"si"
3,32,0,"Exótico","MATADEROS",9,"si"
5,25,0,"Exótico","NUEVA POMPEYA",4,"si"
6,13,0,"Exótico","BALVANERA",3,"si"
10,40,0,"Exótico","VILLA REAL",10,"no"
11,54,0,"Exótico","VILLA URQUIZA",12,"no"
13,27,0,"Exótico","LINIERS",9,"si"
5,8,9,"Exótico","PATERNAL",15,"si"
7,26,0,"Exótico","BELGRANO",13,"si"
9,51,0,"Exótico","NUÑEZ",13,"si"
9,58,0,"Exótico","MATADEROS",9,"si"
2,22,0,"Exótico","VILLA LUGANO",8,"no"
5,10,0,"Exótico","PALERMO",14,"no"
23,47,8,"Exótico","PALERMO",14,"no"
9,45,0,"Exótico","BOEDO",5,"si"
7,12,0,"Exótico","VILLA RIACHUELO",8,"no"
4,3,0,"Exótico","NUÑEZ",13,"no"
8,22,0,"Exótico","COLEGIALES",13,"si"
16,71,10,"Nativo/Autóctono","BELGRANO",13,"no"
1,3,0,"Nativo/Autóctono","BARRACAS",4,"no"
6,35,10,"Exótico","PARQUE AVELLANEDA",9,"si"
2,4,0,"Exótico","VILLA CRESPO",15,"no"
7,16,0,"Exótico","PARQUE CHACABUCO",7,"si"
8,15,0,"Exótico","VILLA SANTA RITA",11,"si"
14,69,16,"Nativo/Autóctono","CHACARITA",15,"no"
9,58,3,"Exótico","NUEVA POMPEYA",4,"si"
9,18,0,"Exótico","CABALLITO",6,"no"
6,9,7,"Exótico","BALVANERA",3,"no"
13,50,0,"Exótico","BOEDO",5,"no"
7,17,0,"Exótico","PARQUE CHACABUCO",7,"no"
7,10,0,"Exótico","RECOLETA",2,"si"
16,30,10,"Exótico","BELGRANO",13,"si"
3,30,0,"Exótico","ALMAGRO",5,"no"
7,18,0,"Exótico","VILLA LUGANO",8,"si"
10,78,0,"Exótico","PARQUE PATRICIOS",4,"no"
25,55,0,"Nativo/Autóctono","BELGRANO",13,"no"
5,12,0,"Exótico","VILLA RIACHUELO",8,"no"
8,26,0,"Exótico","CONSTITUCION",1,"si"
6,18,10,"Exótico","VILLA DEL PARQUE",11,"si"
10,40,12,"Exótico","VILLA LURO",10,"si"
5,13,0,"Exótico","VILLA SANTA RITA",11,"si"
8,30,0,"Exótico","FLORES",7,"si"
3,44,0,"Exótico","BELGRANO",13,"si"
12,48,16,"Exótico","SAN CRISTOBAL",3,"no"
3,5,0,"Exótico","PARQUE AVELLANEDA",9,"no"
11,20,0,"Nativo/Autóctono","PARQUE AVELLANEDA",9,"no"
6,25,5,"Exótico","PALERMO",14,"si"
9,22,0,"Exótico","BOCA",4,"si"
6,20,0,"Exótico","FLORES",7,"no"
11,38,0,"Exótico","PALERMO",14,"si"
8,19,11,"Exótico","BELGRANO",13,"si"
11,56,0,"Exótico","VILLA SANTA RITA",11,"no"
9,40,0,"Exótico","BARRACAS",4,"no"
9,25,0,"Exótico","PALERMO",14,"si"
7,36,0,"Exótico","NUEVA POMPEYA",4,"si"
7,25,18,"Nativo/Autóctono","VILLA CRESPO",15,"no"
13,46,0,"Exótico","PARQUE PATRICIOS",4,"no"
5,15,0,"Exótico","NUÑEZ",13,"no"
1,17,0,"No Determinado","VILLA SOLDATI",8,"no"
9,27,0,"Exótico","MATADEROS",9,"si"
3,4,0,"Exótico","COLEGIALES",13,"no"
3,8,0,"Exótico","VILLA DEL PARQUE",11,"no"
7,22,0,"Exótico","LINIERS",9,"si"
8,16,0,"Exótico","BELGRANO",13,"si"
8,42,6,"Exótico","PARQUE AVELLANEDA",9,"si"
8,23,0,"Exótico","PUERTO MADERO",1,"no"
12,35,0,"Exótico","FLORES",7,"no"
7,31,0,"Exótico","PARQUE AVELLANEDA",9,"no"
10,58,9,"Exótico","MATADEROS",9,"no"
12,44,4,"Exótico","BARRACAS",4,"si"
8,52,0,"Exótico","PARQUE CHACABUCO",7,"no"
7,22,0,"Exótico","VILLA DEVOTO",11,"si"
10,31,0,"Exótico","LINIERS",9,"si"
20,42,0,"Exótico","SAN CRISTOBAL",3,"si"
9,18,0,"Exótico","VERSALLES",10,"no"
27,48,22,"Nativo/Autóctono","PALERMO",14,"no"
8,13,0,"Exótico","VILLA PUEYRREDON",12,"no"
11,54,0,"Exótico","PALERMO",14,"si"
15,60,0,"Exótico","VILLA DEVOTO",11,"no"
9,40,0,"Exótico","BELGRANO",13,"si"
17,62,5,"Exótico","SAN CRISTOBAL",3,"no"
6,20,0,"Exótico","VILLA PUEYRREDON",12,"si"
7,16,0,"Exótico","VILLA CRESPO",15,"si"
8,20,0,"Exótico","VILLA URQUIZA",12,"si"
15,50,0,"Exótico","MATADEROS",9,"si"
4,12,0,"Exótico","VILLA RIACHUELO",8,"si"
15,62,0,"Exótico","PALERMO",14,"no"
3,5,0,"Exótico","LINIERS",9,"no"
14,46,7,"Exótico","VILLA PUEYRREDON",12,"no"
6,40,0,"Exótico","CABALLITO",6,"no"
7,20,0,"Exótico","VILLA ORTUZAR",15,"no"
4,8,0,"Exótico","RETIRO",1,"no"
11,37,0,"Exótico","PARQUE CHAS",15,"si"
24,64,13,"Exótico","PALERMO",14,"no"
11,30,4,"Exótico","BOCA",4,"si"
8,24,0,"Exótico","PALERMO",14,"si"
6,27,15,"Exótico","BARRACAS",4,"si"
6,25,0,"Exótico","PARQUE AVELLANEDA",9,"si"
6,8,0,"Exótico","FLORES",7,"no"
7,8,0,"Nativo/Autóctono","PALERMO",14,"no"
14,35,15,"Exótico","PALERMO",14,"si"
57,27,0,"Exótico","COLEGIALES",13,"no"
10,20,0,"Exótico","BOEDO",5,"si"
7,26,12,"Exótico","VILLA LURO",10,"no"
9,18,0,"Exótico","NUEVA POMPEYA",4,"si"
5,17,0,"Nativo/Autóctono","VILLA LUGANO",8,"no"
8,45,10,"Exótico","RETIRO",1,"no"
5,20,0,"Exótico","CABALLITO",6,"si"
14,50,16,"Nativo/Autóctono","PALERMO",14,"no"
3,8,0,"Exótico","NUEVA POMPEYA",4,"no"
12,88,7,"Exótico","PARQUE AVELLANEDA",9,"no"
8,34,0,"Exótico","NUÑEZ",13,"no"
7,20,0,"Exótico","PALERMO",14,"no"
9,30,0,"Exótico","BOCA",4,"si"
2,6,0,"Exótico","BELGRANO",13,"no"
24,58,0,"Exótico","VILLA CRESPO",15,"no"
7,19,0,"Exótico","PALERMO",14,"si"
4,11,0,"Nativo/Autóctono","PALERMO",14,"no"
26,48,0,"Exótico","BELGRANO",13,"no"
12,20,25,"Exótico","RECOLETA",2,"si"
2,1,3,"Exótico","VILLA URQUIZA",12,"no"
6,13,0,"Exótico","BARRACAS",4,"si"
4,21,0,"Exótico","VILLA LUGANO",8,"no"
5,18,0,"Exótico","VILLA LURO",10,"si"
11,27,5,"Exótico","FLORESTA",10,"si"
3,9,0,"Exótico","MATADEROS",9,"no"
3,18,0,"Nativo/Autóctono","FLORES",7,"no"
8,32,20,"Exótico","LINIERS",9,"no"
6,32,0,"Exótico","PARQUE AVELLANEDA",9,"no"
9,41,0,"Exótico","VILLA REAL",10,"si"
9,36,0,"Exótico","PARQUE AVELLANEDA",9,"si"
12,34,0,"Exótico","VILLA URQUIZA",12,"si"
9,25,0,"Exótico","VILLA PUEYRREDON",12,"si"
10,28,0,"Nativo/Autóctono","FLORESTA",10,"no"
2,7,0,"Exótico","FLORES",7,"si"
8,40,0,"Exótico","NUEVA POMPEYA",4,"si"
12,61,0,"Exótico","NUÑEZ",13,"si"
9,26,0,"Exótico","MATADEROS",9,"si"
